CHR	Dmr.Start	Dmr.End	Delta.beta	meth.Pvalue	Meth.Status	Gene.Symbol	Expression.FC	Expression.Pvalue	Expression.Status
1	66258016	66258054	-0.213159575324708	1.02170620404478e-28	Hypermethylation	PDE4B	0.5	1.31784583792663e-08	lowexpression
1	67217766	67217946	-0.207601467908095	1.28212336167987e-33	Hypermethylation	TCTEX1D1	0.17	3.76994289347615e-11	lowexpression
1	79472313	79472456	-0.425067602856398	5.87109373726435e-215	Hypermethylation	ELTD1	0.24	8.74164530082411e-10	lowexpression
1	149230700	149230911	-0.223797816397416	1.1830502508708e-71	Hypermethylation	LOC388692	0.68	6.81560438110151e-07	lowexpression
1	152747367	152747667	0.220099470532637	1.54968905880176e-104	Hypomethylation	LCE1F	369.8	1.16448407330101e-08	Overexpression
1	169396849	169396969	-0.345528412976188	4.13346183030224e-62	Hypermethylation	C1orf114	0.22	3.47723197681689e-07	lowexpression
1	200011648	200011864	-0.251471798779336	1.10839957810991e-42	Hypermethylation	NR5A2	0.2	1.04847833413926e-08	lowexpression
1	209603748	209607750	0.393405599264277	0	Hypomethylation	LOC642587	75.29	5.98854826956764e-77	Overexpression
1	209825567	209825828	0.202769204981288	3.16763611975331e-54	Hypomethylation	LAMB3	2.94	2.26512200382983e-37	Overexpression
1	221054132	221054414	-0.244381371511925	3.68249284840376e-28	Hypermethylation	HLX	0.36	9.15962610897972e-15	lowexpression
1	221055641	221055797	-0.204353836164691	1.63370250571442e-83	Hypermethylation	HLX	0.36	9.15962610897972e-15	lowexpression
1	223302660	223303062	-0.255920420684117	6.93818653505413e-61	Hypermethylation	TLR5	0.73	8.23865896448433e-07	lowexpression
1	223936721	223936916	-0.216343406431702	1.49096944780778e-38	Hypermethylation	CAPN2	0.54	2.08039255743197e-26	lowexpression
1	242161464	242162197	-0.230883631831136	2.88243832370897e-29	Hypermethylation	MAP1LC3C	0.07	2.51933325357062e-17	lowexpression
1	243646177	243646473	-0.226743030791609	6.53146860628469e-60	Hypermethylation	SDCCAG8	0.75	5.31406827686409e-11	lowexpression
2	468833	469261	-0.239541501798765	1.22540346620976e-58	Hypermethylation	FAM150B	0.17	4.88708079302782e-10	lowexpression
2	10183088	10183142	-0.244521399248395	3.15963374581924e-46	Hypermethylation	KLF11	0.61	1.33952283885793e-16	lowexpression
2	10302075	10302778	0.376722180212084	4.74202299042744e-80	Hypomethylation	C2orf48	7.43	4.21038614128675e-36	Overexpression
2	10666580	10666744	0.297088007233297	1.11682356269751e-91	Hypomethylation	NOL10	2.24	2.14773416311251e-94	Overexpression
2	42329412	42329576	-0.204453909155101	2.42919729621726e-17	Hypermethylation	PKDCC	0.46	1.00260133298002e-13	lowexpression
2	46592907	46593587	-0.372305161297049	4.05058500843327e-161	Hypermethylation	EPAS1	0.1	3.45412101128258e-18	lowexpression
2	65217387	65217764	0.227059531907114	9.21955482993963e-61	Hypomethylation	SLC1A4	4.88	1.09691512565802e-70	Overexpression
2	66663891	66668328	-0.274865536193072	1.32053953545814e-163	Hypermethylation	MEIS1	0.68	1.77378301755698e-08	lowexpression
2	66809767	66810762	-0.27218423663837	9.69663832332293e-127	Hypermethylation	MEIS1	0.68	1.77378301755698e-08	lowexpression
2	68545819	68546179	-0.322867994422009	1.25430428570295e-97	Hypermethylation	CNRIP1	0.26	1.63852299961459e-24	lowexpression
2	74753130	74754662	0.229341091984081	3.69006245046432e-101	Hypomethylation	DQX1	72.92	3.84024363512668e-94	Overexpression
2	85107179	85107461	-0.202202387309197	6.14550750613289e-27	Hypermethylation	C2orf89	0.34	3.07596748570003e-15	lowexpression
2	95941403	95942136	0.219420537237692	2.72295426333262e-38	Hypomethylation	PROM2	9.48	1.28163382300944e-57	Overexpression
2	108994313	108994729	-0.240254040917547	1.55252471505266e-66	Hypermethylation	SULT1C4	0.23	1.61917159078905e-17	lowexpression
2	113735272	113735509	0.327888549538005	6.89630389879875e-118	Hypomethylation	IL1F9	140.56	1.26822027401754e-20	Overexpression
2	118978085	118981393	-0.202993739990376	1.20794808231824e-27	Hypermethylation	INSIG2	0.73	1.62598244809937e-11	lowexpression
2	142889365	142889403	0.278179002701485	2.16047367168367e-62	Hypomethylation	LRP1B	13.14	3.45639799144841e-20	Overexpression
2	157176926	157181166	-0.277522229310012	1.68998364475833e-122	Hypermethylation	NR4A2	0.21	2.17535662789725e-07	lowexpression
2	171785025	171785145	0.214327146132885	1.40029355306e-60	Hypomethylation	GORASP2	1.5	2.17575621820261e-35	Overexpression
2	173538378	173540505	-0.201705894817701	1.92115038029462e-46	Hypermethylation	RAPGEF4	0.3	4.79429558445571e-20	lowexpression
2	175208506	175208687	-0.488040362073736	3.08231390036723e-107	Hypermethylation	CIR1	0.83	1.89064158045837e-06	lowexpression
2	208635731	208636519	-0.253515885156275	1.02824289424892e-97	Hypermethylation	FZD5	0.37	1.44838747767492e-13	lowexpression
2	225266223	225266857	-0.207880314183038	1.09231349798322e-117	Hypermethylation	FAM124B	0.19	2.62235291541774e-10	lowexpression
2	234599831	234600739	0.32610544955185	1.97306923468633e-142	Hypomethylation	UGT1A6	67.02	1.14561396310293e-78	Overexpression
2	235936276	235936678	0.393195260306516	2.74746441548294e-109	Hypomethylation	SH3BP4	1.42	1.00001471018158e-13	Overexpression
2	236099804	236101635	0.33516324556261	2.50804256113836e-59	Hypomethylation	SH3BP4	1.42	1.00001471018158e-13	Overexpression
2	238777271	238778122	0.342436001779547	8.45542661076841e-84	Hypomethylation	RAMP1	1.66	7.57893306954828e-09	Overexpression
3	12800721	12800883	0.224471982153333	2.80156742731441e-67	Hypomethylation	TMEM40	21.45	2.93018331269654e-62	Overexpression
3	50339190	50341938	-0.202107511349774	7.64592178631086e-76	Hypermethylation	HYAL1	0.12	7.30857436820616e-30	lowexpression
3	66847724	66849649	-0.234827252633045	3.38322706014216e-58	Hypermethylation	KBTBD8	0.47	5.32870226967641e-07	lowexpression
3	109035224	109035430	0.280797949722269	6.23793240527988e-59	Hypomethylation	DPPA2	461.77	5.97274407451677e-12	Overexpression
3	122711937	122712472	0.211274063890066	1.20134661599361e-78	Hypomethylation	SEMA5B	3.07	6.5212159582226e-12	Overexpression
3	128197780	128205415	-0.250688270252259	2.42707669620025e-194	Hypermethylation	GATA2	0.23	4.96300507477206e-18	lowexpression
3	150237324	150239347	0.212704537225079	3.07971999441178e-24	Hypomethylation	SERP1	1.29	2.3190562754467e-09	Overexpression
3	155569631	155570919	0.239766480878051	1.31937286779351e-60	Hypomethylation	SLC33A1	2.02	8.4908559223867e-60	Overexpression
3	169375654	169378976	-0.313433512694846	4.77460477545685e-193	Hypermethylation	MECOM	0.56	7.96838175531983e-16	lowexpression
3	169381638	169384946	-0.24562522830738	1.05039672163914e-71	Hypermethylation	MECOM	0.56	7.96838175531983e-16	lowexpression
3	171175069	171176357	-0.303761444667328	1.35775139152512e-59	Hypermethylation	TNIK	0.47	1.03761883845789e-16	lowexpression
3	185276821	185279225	0.273573226860666	3.65862502108662e-37	Hypomethylation	SENP2	2.48	1.09415430344191e-74	Overexpression
3	186352466	186354605	0.335402156764804	7.20047178645982e-63	Hypomethylation	FETUB	477.66	2.45856451545145e-19	Overexpression
3	194324650	194325403	0.205679773091994	2.02081786351591e-28	Hypomethylation	TMEM44	2.05	2.87397583615527e-23	Overexpression
3	195585912	195588032	0.323777354680198	4.17009811203479e-51	Hypomethylation	TNK2	2.3	2.11712024612106e-36	Overexpression
3	196064905	196065674	0.309999284491779	2.75255077918763e-275	Hypomethylation	TM4SF19	3.71	1.51106601127003e-19	Overexpression
4	683146	683266	-0.246753491784005	2.05934012943035e-63	Hypermethylation	MFSD7	0.33	4.07125812522646e-22	lowexpression
4	6247489	6247722	-0.327368815945039	4.65747705173739e-115	Hypermethylation	WFS1	0.22	2.29987015231079e-20	lowexpression
4	12538983	12540896	0.20414795537017	7.95869045513562e-25	Hypomethylation	HSP90AB2P	1.75	3.80315242857804e-14	Overexpression
4	86850909	86851727	-0.25031320993907	2.99994169701663e-61	Hypermethylation	ARHGAP24	0.47	6.09145751654393e-23	lowexpression
4	121991462	121991786	-0.301116381995078	2.7401685875903e-74	Hypermethylation	C4orf31	0.06	1.61425122150024e-29	lowexpression
4	165898465	165898873	-0.259226528523333	1.11338877112036e-89	Hypermethylation	TRIM61	0.39	2.89228890662226e-09	lowexpression
4	175131188	175134805	-0.213448684847637	3.87364610357865e-58	Hypermethylation	FBXO8	0.69	6.55488280308964e-13	lowexpression
4	184922066	184922962	0.224702545824382	6.10669715586123e-55	Hypomethylation	STOX2	1.72	3.34781469590753e-21	Overexpression
4	187839727	187841746	0.257324565869625	1.93789925317045e-34	Hypomethylation	FAT1	2.38	1.15668804048086e-31	Overexpression
5	1256956	1257225	0.203611064155861	1.4615011779305e-77	Hypomethylation	TERT	67.99	2.96916265247259e-14	Overexpression
5	1258775	1259135	0.231079648467134	5.21766819615604e-45	Hypomethylation	TERT	67.99	2.96916265247259e-14	Overexpression
5	1268000	1270198	0.227984082011476	3.19879073901964e-143	Hypomethylation	TERT	67.99	2.96916265247259e-14	Overexpression
5	1949116	1949433	0.272352509850087	8.47981912622832e-132	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	1972890	1975743	0.361346815291919	1.15596264330269e-120	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	2102279	2104321	0.218350016816621	1.98512617176339e-34	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	2112102	2112463	0.20428206988041	6.35411045771978e-54	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	2154925	2157075	0.264989062969556	8.15485432623679e-40	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	2174431	2179298	0.232446893724436	9.90870741245063e-67	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	2185487	2187888	0.254864824856177	1.52028365247332e-64	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	2222637	2226366	0.21885324584873	1.7343099834772e-93	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	2251994	2254126	0.251091348321118	3.80660451156953e-61	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	2260621	2262389	0.25284167469126	5.45380438992511e-36	Hypomethylation	IRX4	819.7	8.22254995660818e-24	Overexpression
5	2741606	2746076	-0.277100359284938	3.165014920713e-101	Hypermethylation	IRX2	0.42	2.45464812463974e-15	lowexpression
5	2750125	2750281	-0.335624564873943	7.20050858711471e-101	Hypermethylation	IRX2	0.42	2.45464812463974e-15	lowexpression
5	6410402	6412642	0.272042003559034	7.11828574458392e-68	Hypomethylation	UBE2QL1	8.48	2.80487791357363e-14	Overexpression
5	7825114	7829965	0.227585017206109	1.57201351664279e-114	Hypomethylation	ADCY2	5.38	7.19966536312152e-10	Overexpression
5	19886213	19886801	0.372200602170337	7.78885673730448e-77	Hypomethylation	CDH18	73.23	1.11974663826349e-07	Overexpression
5	41586987	41588815	0.21349491741859	1.47880259451624e-18	Hypomethylation	OXCT1	2.13	1.14723658844872e-39	Overexpression
5	115152344	115152503	-0.305603017716956	2.4818821390855e-115	Hypermethylation	CDO1	0.13	1.37429629408646e-17	lowexpression
5	122429273	122430650	-0.259968631544837	2.43787358727509e-186	Hypermethylation	PRDM6	0.42	7.38377307904044e-11	lowexpression
5	122620045	122622529	-0.340511420452795	1.16496797210599e-111	Hypermethylation	CEP120	0.63	2.02967156825603e-16	lowexpression
5	137474629	137475203	-0.250822956602445	3.27199013232663e-82	Hypermethylation	NME5	0.17	7.03649775582335e-09	lowexpression
5	140624809	140625861	-0.203441417321584	4.67892237305739e-132	Hypermethylation	PCDHB15	0.56	1.48198958639504e-12	lowexpression
5	140723314	140723661	-0.236265299419519	7.63660243939472e-90	Hypermethylation	PCDHGA2	0.21	1.82939889250162e-14	lowexpression
5	140743639	140744068	-0.225001412036199	1.59467036203081e-72	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140749594	140749975	-0.297591164381732	4.04364183472088e-66	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140753274	140753711	-0.276577626277134	6.45906455188641e-203	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140762088	140762456	-0.262519040995391	2.08329789482086e-44	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140767119	140768318	-0.241636521886144	6.73443232320833e-159	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140772041	140772427	-0.223979254115414	1.34567210437802e-69	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140777395	140778565	-0.288883895040063	2.32674754310391e-185	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140781653	140783817	-0.20862736958714	4.04994975344104e-97	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140787289	140787585	-0.353180103569829	4.13260632573764e-55	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140792370	140793499	-0.212901682699514	3.7284033780221e-144	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140797156	140798329	-0.264957822783635	1.38060419067099e-165	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140800257	140801495	-0.248175483400006	3.24580371950475e-181	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	140809910	140810574	-0.297641123134074	2.478835015974e-255	Hypermethylation	PCDHGA4	0.53	2.8975754073589e-07	lowexpression
5	149887356	149887566	-0.223463503742226	1.04212187556476e-60	Hypermethylation	NDST1	0.35	2.5229820427973e-15	lowexpression
5	158522374	158522656	-0.265273223354068	1.75784542270525e-77	Hypermethylation	EBF1	0.36	2.9022747264198e-14	lowexpression
5	172193075	172196383	-0.334072884747795	2.07517071295847e-164	Hypermethylation	DUSP1	0.16	2.04945449307062e-16	lowexpression
5	176164975	176168634	-0.241691428967647	8.64586853228692e-36	Hypermethylation	HK3	0.22	5.94470814796343e-17	lowexpression
5	176326514	176326724	-0.218993909112253	1.22714093786101e-47	Hypermethylation	HK3	0.22	5.94470814796343e-17	lowexpression
6	3158848	3162238	0.23726214630896	3.15351750094651e-80	Hypomethylation	EHMT2	1.76	5.49053322478561e-35	Overexpression
6	8436203	8436323	0.204507137894963	1.48417362660193e-51	Hypomethylation	SLC35B3	1.3	2.88777851298304e-18	Overexpression
6	26196543	26196855	0.214461064264806	3.03362353664394e-42	Hypomethylation	HIST1H2AD	10.11	7.23502104234079e-30	Overexpression
6	28227076	28227175	-0.367237834950733	4.75412952917251e-219	Hypermethylation	NKAPL	0.26	2.38416954966485e-23	lowexpression
6	29079910	29080072	0.260084482712423	5.88814586709818e-65	Hypomethylation	OR2J3	1071.71	4.18753108589286e-08	Overexpression
6	33116500	33118860	0.21461888046645	2.82530010377046e-48	Hypomethylation	COL11A2	4.85	1.08887661171137e-07	Overexpression
6	34206286	34206609	0.204269780828299	3.05655759698661e-120	Hypomethylation	HMGA1	6.96	3.31463217304587e-149	Overexpression
6	34984520	34985269	-0.319299022299939	5.8282184799189e-114	Hypermethylation	ANKS1A	0.47	5.40345668511794e-17	lowexpression
6	46889423	46889825	-0.228015464599509	4.80451551497905e-52	Hypermethylation	GPR116	0.07	1.79469726001127e-31	lowexpression
6	49751576	49755578	0.22960426281882	3.38846997848786e-84	Hypomethylation	PGK2	8.13	5.39090751130621e-12	Overexpression
6	51814038	51814771	0.236547666911241	1.43657691957519e-32	Hypomethylation	PKHD1	4.34	1.13968532394144e-17	Overexpression
6	76059134	76060089	-0.290073351094246	1.41866631748308e-93	Hypermethylation	FILIP1	0.16	1.75180684136724e-27	lowexpression
6	76203641	76203691	-0.255647813161118	2.37815708599907e-35	Hypermethylation	FILIP1	0.16	1.75180684136724e-27	lowexpression
6	99842291	99842428	0.340947034265774	5.82131316157668e-67	Hypomethylation	COQ3	3.31	1.7813476507077e-102	Overexpression
6	112375161	112375231	0.221156040987378	5.23243676949783e-62	Hypomethylation	WISP3	46.3	1.13156648036075e-21	Overexpression
6	138866549	138867441	-0.24879176263383	2.60794462450132e-163	Hypermethylation	NHSL1	0.67	3.33008895286383e-09	lowexpression
6	159795516	159797411	0.202509955625766	6.2160450438575e-52	Hypomethylation	FNDC1	3.6	2.73902822440081e-20	Overexpression
6	168671699	168673728	0.230065391409096	1.58388956894797e-45	Hypomethylation	DACT2	2.44	9.20712514705046e-13	Overexpression
6	169398799	169400644	0.270138287164291	6.16624351666691e-44	Hypomethylation	THBS2	4.07	2.29680584617844e-19	Overexpression
6	169688889	169690823	0.24675495945145	2.32468026938658e-74	Hypomethylation	THBS2	4.07	2.29680584617844e-19	Overexpression
7	1427922	1429784	0.262324626966971	3.16193791965591e-44	Hypomethylation	MICALL2	1.94	9.18784510776549e-19	Overexpression
7	1451123	1451367	0.312960157044434	1.02182304029596e-91	Hypomethylation	MICALL2	1.94	9.18784510776549e-19	Overexpression
7	1460798	1460962	0.207672858697595	8.01652035544537e-33	Hypomethylation	MICALL2	1.94	9.18784510776549e-19	Overexpression
7	1491239	1492159	0.209428137877121	2.10828593873171e-95	Hypomethylation	MICALL2	1.94	9.18784510776549e-19	Overexpression
7	1604612	1608180	0.219036693349063	5.81040081203824e-71	Hypomethylation	PSMG3	3.27	1.05185114950967e-87	Overexpression
7	3033378	3033837	0.353090856146421	6.33906694595517e-80	Hypomethylation	CARD11	2.52	2.35282938748173e-13	Overexpression
7	23387049	23387712	0.204562784008749	9.83671878457425e-44	Hypomethylation	IGF2BP3	31.27	4.60123324860708e-96	Overexpression
7	26896866	26898030	-0.353384031671161	2.70338874833014e-176	Hypermethylation	SKAP2	0.59	8.55284115537344e-20	lowexpression
7	27137097	27142768	-0.30243481739398	0	Hypermethylation	HOXA2	0.55	4.31066272691764e-08	lowexpression
7	27183659	27184488	-0.30369591353016	0	Hypermethylation	HOXA5	0.27	1.46776099628499e-12	lowexpression
7	30951411	30951821	-0.221517727243066	6.47570266305932e-160	Hypermethylation	AQP1	0.11	4.60450150411508e-27	lowexpression
7	54793809	54795644	0.205255710290131	1.46615200551212e-23	Hypomethylation	SEC61G	2.61	4.10805209390989e-23	Overexpression
7	79083937	79084187	-0.206409024075151	3.41838931145545e-99	Hypermethylation	MAGI2	0.58	5.13719190329838e-15	lowexpression
7	97874943	97875649	-0.203414929474254	4.17015260747321e-84	Hypermethylation	TECPR1	0.56	5.73724217014534e-13	lowexpression
7	100486069	100486453	0.219961038754527	1.54733012031084e-68	Hypomethylation	SRRT	1.9	2.23971435292371e-53	Overexpression
7	117119277	117119742	-0.354924838606442	4.36305278489403e-98	Hypermethylation	CFTR	0.16	1.09858144489582e-16	lowexpression
7	121955154	121955745	-0.210477051787274	2.34872078459547e-41	Hypermethylation	RNF133	0.25	1.15759021292384e-12	lowexpression
7	130125704	130125871	0.240900981565201	6.23220787317676e-57	Hypomethylation	MEST	2.71	2.87828884403101e-19	Overexpression
7	141175018	141177297	0.213553653306651	3.25831070859345e-33	Hypomethylation	AGK	1.72	1.13335753940579e-71	Overexpression
7	150147448	150148274	-0.227729926399246	3.17187218894101e-86	Hypermethylation	GIMAP8	0.11	7.5476248217507e-19	lowexpression
7	152616873	152621294	0.237032577991869	3.90974192266734e-79	Hypomethylation	ACTR3B	2.23	1.88308164584629e-61	Overexpression
7	153584540	153584651	-0.464994124216819	1.33989596251784e-125	Hypermethylation	DPP6	0.15	8.60404757935469e-07	lowexpression
7	153749658	153749837	-0.280708625209261	2.3481888112264e-114	Hypermethylation	DPP6	0.15	8.60404757935469e-07	lowexpression
7	157223133	157224925	0.253685974028834	4.91521722981322e-47	Hypomethylation	DNAJB6	1.54	3.98923912351319e-47	Overexpression
7	157226131	157228174	0.247865618168548	2.12485313612133e-73	Hypomethylation	DNAJB6	1.54	3.98923912351319e-47	Overexpression
7	158575365	158576250	-0.230924538323753	1.3282300201825e-53	Hypermethylation	ESYT2	0.83	2.01598447128866e-08	lowexpression
8	640822	642141	-0.218485081671791	2.07795648384399e-132	Hypermethylation	ERICH1	0.78	5.6092368247721e-09	lowexpression
8	55370420	55370438	-0.293877201743639	2.58425404379379e-50	Hypermethylation	SOX17	0.09	1.92939333533813e-14	lowexpression
8	81477288	81479218	-0.23377156710488	2.34621478203531e-28	Hypermethylation	ZNF704	0.57	2.22122377983072e-10	lowexpression
8	86350508	86350652	-0.334455591602979	1.48658374878886e-56	Hypermethylation	CA3	0.09	1.38450748827196e-09	lowexpression
8	99179701	99181624	0.243204748638239	5.56513802992176e-30	Hypomethylation	NIPAL2	1.35	1.97959431208247e-09	Overexpression
8	109142798	109145812	0.211433717046494	1.18588463716967e-100	Hypomethylation	EIF3E	1.44	2.81499800418348e-13	Overexpression
8	134304849	134307597	0.20868604818249	2.05659533685202e-55	Hypomethylation	NDRG1	4.41	6.25815387161661e-60	Overexpression
8	140623564	140625611	0.287643894621946	1.91228370494778e-89	Hypomethylation	KCNK9	18.66	1.381290002764e-24	Overexpression
8	141598825	141599752	0.215445372386825	2.24256175934688e-66	Hypomethylation	EIF2C2	2.42	2.98606606333286e-36	Overexpression
8	143385944	143387295	0.303143286040692	4.66141554525352e-151	Hypomethylation	TSNARE1	1.39	1.79902638077772e-09	Overexpression
8	143424439	143425143	0.224472654727381	1.28731974758706e-35	Hypomethylation	TSNARE1	1.39	1.79902638077772e-09	Overexpression
8	144341914	144346794	0.267478300091438	3.69856955537672e-71	Hypomethylation	ZFP41	1.6	3.66812516455666e-25	Overexpression
8	144416263	144416545	0.243791834107335	1.85118004054108e-59	Hypomethylation	TOP1MT	2.97	4.58290550219549e-82	Overexpression
8	144470769	144472967	0.271483842788781	1.59682993420873e-47	Hypomethylation	RHPN1	1.52	1.99931655138755e-06	Overexpression
8	145934470	145938096	0.271964368552796	3.89375108650899e-92	Hypomethylation	ZNF251	1.52	8.75719760583814e-20	Overexpression
10	2963794	2965677	0.202617294852153	1.13512290300381e-30	Hypomethylation	PFKP	3.53	1.74322064389192e-68	Overexpression
10	3022793	3024685	0.251687914615992	2.42687672645557e-44	Hypomethylation	PFKP	3.53	1.74322064389192e-68	Overexpression
10	5575372	5577632	0.28230612802026	6.53003750924799e-42	Hypomethylation	CALML3	584.28	9.99631617696129e-68	Overexpression
10	13771067	13771699	-0.218039015639754	2.58282034701854e-46	Hypermethylation	FRMD4A	0.5	3.2853481690579e-24	lowexpression
10	13932753	13933035	-0.21751695897446	2.0800813108899e-25	Hypermethylation	FRMD4A	0.5	3.2853481690579e-24	lowexpression
10	15761867	15761885	-0.213113588663992	8.21681635277631e-28	Hypermethylation	ITGA8	0.08	2.13307425381124e-16	lowexpression
10	22634209	22634235	-0.310100913240815	3.15765665681845e-79	Hypermethylation	SPAG6	0.14	1.99566455512017e-06	lowexpression
10	25506783	25507518	0.244285399673888	1.80078848062184e-77	Hypomethylation	GPR158	5.04	4.97795076020972e-36	Overexpression
10	35080663	35081400	0.283756693744233	4.65894138950396e-37	Hypomethylation	PARD3	2.09	1.63135850629075e-64	Overexpression
10	70847245	70847535	-0.281085619990597	7.48410207042582e-39	Hypermethylation	SRGN	0.34	1.17345594648372e-11	lowexpression
10	72311598	72312409	-0.218836651985083	2.59755076509039e-42	Hypermethylation	KIAA1274	0.27	2.40276885629146e-13	lowexpression
10	73976730	73976881	0.29330929048429	6.5896501818536e-75	Hypomethylation	ASCC1	1.51	2.47187458681249e-35	Overexpression
10	82173531	82173581	0.260124292794629	3.37241359015824e-88	Hypomethylation	C10orf58	2.63	9.36602757427821e-81	Overexpression
10	98129811	98130714	0.259311566948539	1.78300764108753e-68	Hypomethylation	TLL2	15.59	3.42790903806481e-17	Overexpression
10	100993412	100993803	-0.312227139996611	4.33160457156223e-164	Hypermethylation	HPSE2	0.11	1.63555818292024e-08	lowexpression
10	104535719	104536322	-0.23291911086629	4.8187566961015e-138	Hypermethylation	C10orf26	0.66	4.24036870645731e-28	lowexpression
10	106425644	106426526	0.206345594159588	5.63053508398983e-51	Hypomethylation	SORCS3	46.3	7.66363620984139e-07	Overexpression
10	130122740	130125737	0.210151518534248	2.78033943930389e-60	Hypomethylation	MKI67	11.89	4.64039765589248e-130	Overexpression
10	130164448	130166385	0.26373919520347	4.79813751909588e-68	Hypomethylation	MKI67	11.89	4.64039765589248e-130	Overexpression
10	130273552	130275393	0.218417285201273	2.24723598187512e-46	Hypomethylation	MKI67	11.89	4.64039765589248e-130	Overexpression
10	130300263	130300575	0.255270009100833	8.36283144221609e-77	Hypomethylation	MKI67	11.89	4.64039765589248e-130	Overexpression
10	130365778	130367735	0.228914343974445	2.35654384506777e-45	Hypomethylation	MKI67	11.89	4.64039765589248e-130	Overexpression
10	130518940	130520769	0.225748425736268	8.66577859736598e-37	Hypomethylation	MKI67	11.89	4.64039765589248e-130	Overexpression
10	130545324	130547183	0.225834856542206	9.90612817847696e-40	Hypomethylation	MKI67	11.89	4.64039765589248e-130	Overexpression
10	132283305	132285822	0.23652488269214	1.38817221694547e-71	Hypomethylation	GLRX3	2.7	1.42993736359637e-58	Overexpression
10	134150135	134151076	-0.305580029149336	3.43671211065201e-174	Hypermethylation	LRRC27	0.5	1.07147931373223e-16	lowexpression
10	134259654	134263656	0.200673624485914	5.50422713779967e-142	Hypomethylation	C10orf91	9.37	1.34629868491551e-21	Overexpression
11	389383	393666	0.243363295811836	3.64912886727107e-194	Hypomethylation	PKP3	5.26	1.44406752499133e-112	Overexpression
